pkt,Channel,ant_info,phi_info,mag_info,theta_info,time_stamp
10,31,(-90-58j),-122.79953127261923,107.07007051459338,-1.023383841468699,1672.5
10,31,(-102+3j),-88.31531568210372,102.04410811016969,-0.7359812035310962,1672.75
10,31,(70+98j),35.53767779197438,120.43255373859678,0.29614863359090826,1674.0
10,31,(107+60j),60.71857293894097,122.67436570041843,0.5059946850034293,1674.25
10,31,(126+9j),85.91438322002512,126.3210196285638,0.7159718267194458,1674.5
10,31,(124-40j),107.87869659584135,130.29197979921864,0.8990260288321561,1674.75
10,31,(-88-91j),-135.96017456666635,126.58988901172162,-1.1330753082625942,1676.0
10,31,(-119-57j),-115.59402924599883,131.94695904036593,-0.9633289629758812,1676.25
10,31,(-126-35j),-105.52411099675426,130.77079184588584,-0.8794021188024015,1676.5
10,31,(-115-24j),-101.78818329910763,117.47765745025733,-0.8482658489062388,1676.75
10,31,(-45+63j),-35.53767779197438,77.42092740338364,-0.29614863359090826,1678.0
10,31,(-18+74j),-13.671307132195835,76.15773105863909,-0.11392763450915257,1678.25
